Brand & Model + Spec,Unit Price,Seller
"ASUS TUF GAMING 15 FX577ZE-HN072WS I7, ASUS WINDOWS 11 INTEL TUF GAMING F15 FX577ZE-HN072WS I7 12700H/ RTX3050TI- 4GB/ 8G 8G/ 1T SSD/ 15.6 FHD-144HZ/ BACKLIT KB- 1 ZONE RGB/ 90WHR/ WIN 11/ OFFICE H",Rs. 109900,""""
"Lenovo ThinkPad E14, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty",Rs. 66000,""""
"HP Spectre X360, 12th Gen Intel Evo Core i5 13.5 inch(34.3 cm) WUXGA, Multitouch, 400 nits, Gorilla Glass, 2-in-1 Laptop (16GB RAM/512GB SSD/5MP IR Camera/FPR/B",Rs. 108990,Mashiva Tech.9990666322
"Dell XPS 9315, 2in1 Laptop, i5-1230U, 16GB LP DDR4, 512GB SSD Win 11  MSO21,",Rs. 129999,""""
"Lenovo   ThinkPad E14, AMD Ryzen 5 Laptop (16GB RAM/512GB SSD/Windows 11 Home",Rs. 96335,""""
"ASUS Vivobook 16X, AMD Ryzen 5 5600H, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021",Rs. 49990,""""
"HP Pavilion 14, 12th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B",Rs. 66700,""""
"Dell Vostro 3425, Laptop, AMD R3-5425U, 8GB DDR4, 256GB SSD, Win 11   MSO21",Rs. 36990,""""
"Lenovo Yoga Slim 7 Pro, Intel Evo Core i5 Laptop(16GB/512GB SSD/Win11/MSO 2021",Rs. 69990,""""
"Apple  MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 84490,""""
"Apple  MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 106990,""""
"HP 15s, AMD Athlon Silver 3050U 8GB RAM/512GB SSD 15.6-inches/39.6 cm HD, Micro-Edge Display/Windows 11/AMD Radeon Graphics/Dual Speakers/MSO/Fast Charge/1.69 Kg, 15s-eq1559AU",Rs. 32490,""""
"Dell Vostro 3420, Laptop,12th Gen Intel Core i5-1235U, 8GB",Rs. 54990,""""
"Lenovo Thinkpad P16s, 12th Gen Intel Core i7 Light Workstation (32GB/1TB SSD/Windows 11 Pro/NVIDIA T550 4GB Graphics",Rs. 155990,""""
"DELL 3520 Intel Core-i5, DELL 3520 INTEL CORE I5 12TH GEN RAM 8GB SSD 512GB WIN-10 OFFICE LED 15.6 BACKLIT KEYBOARD FULL HD ( FREE MOUSE)",Rs. 54900,AVS Infomedia6397301845
"ASUS TUF Gaming A15, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,""""
"LENOVO V-15 CORE I3, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,""""
"HP Envy x360 bf0059TU Core-i7, HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B",Rs. 100000,""""
"Lenovo ThinkBook 21DH00C5IH, i5 12th, 8GB, 512gb ssd, Window 11 pro, 3 Yrs Warranty, Bag, Price 63000 Tax Extra",Rs. 63000,GNK Traders7428556651
"Lenovo ThinkBook 21DH00C1IH, i5 12th, 8gb, 512gb, DOS, 3 yrs warranty, Bag  55,000 Tax Extra",Rs. 55000,""""
"Lenovo ThinkPad 21E3S00L00, i5 12th, 8gb, 512gbssd, window 11 pro, 3yrs warranty, bag, price 67000 tax extra",Rs. 67000,""""
"Lenovo ThinkPad 20TA00J2IG, i5 11th, 16gb, 512gbssd, window 11 pro, 3yrs warranty, bag  price 62500 tax extra",Rs. 62500,""""
"ASUS TUF Gaming A15, AMD Ryzen 7 6800H, 4GB RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Win 11/with Office",Rs. 84990,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",Rs. 119900,""""
"HP Pavilion 14, 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B",Rs. 84999,""""
"Dell Vostro 3420, Laptop,12th Gen Intel Core i5-1235U, 8GB",Rs. 54990,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 67990,""""
"HP FQ 5111  TU, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53900,AVS Infomedia6397301845
"HP FR, HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 49900,""""
"HP FQ 2717 TU, HP 15s, Intel Core i3-1115G4 / 8GB RAM /SSD 512 NVME / 15.6 inch(39.6cm) FHD SCREEN / Intel UHD Graphics / Win 11/ MSO /Dual Speakers/Alexa",Rs. 36700,""""
"HP  15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU",Rs. 60973,Mashiva Tech.9990666322
"LENOVO V-14 Core-i3, LENOVO V-14 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 32500,AVS Infomedia6397301845
"DELL 3520 Intel Core-i5, DELL 3520 INTEL CORE I5 12TH GEN RAM 8GB SSD 512GB WIN-10 OFFICE LED 15.6 BACKLIT KEYBOARD FULL HD ( FREE MOUSE)",Rs. 54900,""""
"Asus VivoBook 15 EJ502WS, Asus VivoBook 15 EJ502WS Laptop (12th Gen Intel Core i5-1240P/8GB/512GB SDD/Intel Iris Xe Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",Rs. 48900,""""
"HP Envy x360 bf0059TU	Core-i7, HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B",Rs. 100000,""""
"Apple  MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 106990,Mashiva Tech.9990666322
"ASUS TUF Gaming A15, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,AVS Infomedia6397301845
"LENOVO V-15 CORE I3, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,""""
"HP	FQ 2717 TU Core i3, HP 15s, Intel Core i3-1115G4 / 8GB RAM /SSD 512 NVME / 15.6 inch(39.6cm) FHD SCREEN / Intel UHD Graphics / Win 11/ MSO /Dual Speakers/Alexa",Rs. 36500,""""
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53800,""""
"HP Victus, Gaming Laptop 12th Gen Intel Core i5-12450H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050 graphics/144Hz/Backlit KB/B",Rs. 76990,Mashiva Tech.9990666322
"Dell Inspiron 7420, Laptop,12th Gen Intel Core i3-1215U, 8GB",Rs. 53990,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 67990,""""
"Acer  Aspire 5, Gaming Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G/ Gaming Laptop (15.6 inch, Steel Gray 1.8 Kg",Rs. 58875,""""
"HP 250 G8, HP 250 G8 Laptop (11th Gen Intel Core i3-1115G4/8GB DDR4 Ram / 512GB SSD/Windows 10/39.62 cm (15.6 inch) HD/Intel UHD Graphics) 42V68PA (Dark Ash Silver, 1.74 kg)",Rs. 37500,AVS Infomedia6397301845
"Asus VivoBook 15 EJ502WS, Asus VivoBook 15 EJ502WS Laptop (12th Gen Intel Core i5-1240P/8GB/512GB SDD/Intel Iris Xe Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",Rs. 48900,""""
"ASUS TUF Gaming A15	 Ryzen-7, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,""""
"HP Envy x360 bf0059TU Core-i7, HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B",Rs. 100000,""""
"ASUS  G713RC-HX021W, ROG Strix G17 (2022), 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7-6800H, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11/Green/2.5 Kg)",Rs. 90975,Mashiva Tech.9990666322
"HP 240-G8-( Dos) i5, HP 240-G8-{ Dos } Intel Core-i5 11th G/8GB RAM/512GB SSD, @47500/- TAX PAID............................(Windows)@49000",Rs. 47500,AVS Infomedia6397301845
"ASUS TUF Gaming A17-FA706IHRB, ASUS TUF Gaming A17, AMD Ryzen 5 4600H, 17.3 Inch (43.94 cm) FHD 144Hz, 4GB GTX 1650 Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/1-Zone RGB Backlit KB/90WHr Battery/Black/2.6 kg), FA706IHRB-HX041W",Rs. 52900,""""
"ASUS Vivobook S15, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021",Rs. 98990,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works wth iPhone/iPad; Starlight",Rs. 106990,""""
"Dell Inspiron 3525, Laptop, AMD Ryzen R3-5425U, 8GB, 512GB,  Windows 11   MSO21,",Rs. 56748,""""
"Lenovo ThinkBook 15, Intel 12th Gen Core i5 Laptop (8GB/512GB SSD/Windows 11 Home/MS Office H",Rs. 58990,""""
"ASUS TUF Gaming A15, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,AVS Infomedia6397301845
"LENOVO V-15, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,""""
"HP  Pavilion Plus, 12th Gen Intel Core i7 16GB RAM/1TB SSD 14 inch(35.6 cm)Creator Laptop with OLED,UWVA,Eye Safe Laptop/Intel Iris Xe Graphics/Backlit KB/B",Rs. 93975,Mashiva Tech.9990666322
"HP  FQ 2717 TU, HP 15s, Intel Core i3-1115G4 / 8GB RAM /SSD 512 NVME / 15.6 inch(39.6cm) FHD SCREEN / Intel UHD Graphics / Win 11/ MSO /Dual Speakers/Alexa",Rs. 36500,AVS Infomedia6397301845
"HP FQ 5111 TU, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53800,""""
"HP FR-4000 TU, HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 4990,""""
"DELL	3520, DELL	3520	INTEL CORE I5 12TH GEN RAM 8GB SSD 512GB WIN-10 OFFICE LED 15.6 BACKLIT KEYBOARD FULL HD ( FREE MOUSE)",Rs. 54900,""""
"HP Envy x360 bf0059TU, HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B",Rs. 99990,""""
"Dell  Inspiron 7420 2in1, Laptop,12th Gen Intel i5-1235U, 8GB",Rs. 75976,Mashiva Tech.9990666322
"HP	FR-4000TU, HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 49900,AVS Infomedia6397301845
"HP	FQ-5111 TU, HP FQ-5111 TU	Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53900,""""
"LENOVO	V-15, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,""""
"HP	2717 TU, HP 15s, Intel Core i3-1115G4 / 8GB RAM /SSD 512 NVME / 15.6 inch(39.6cm) FHD SCREEN / Intel UHD Graphics / Win 11/ MSO /Dual Speakers/Alexa",Rs. 37000,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 106990,Mashiva Tech.9990666322
"HP Victus, Gaming Laptop 12th Gen Intel Core i5-12450H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050 graphics/144Hz/Backlit KB/B",Rs. 71989,""""
"Dell Vostro 3420, Laptop,12th Gen Intel Core i5-1235U, 8GB",Rs. 55990,""""
"Lenovo Legion 5 Pro, AMD Ryzen 7 Gaming Laptop(16GB/1TB SSD/RTX 3060 6GB GDDR6 Graphics/165Hz/Windows 11/Office 2021",Rs. 129590,""""
"DELL 3520, INTEL CORE I5 12TH GEN RAM 8GB SSD 512GB WIN-10 OFFICE LED 15.6 BACKLIT KEYBOARD FULL HD ( FREE MOUSE)",Rs. 55000,AVS Infomedia6397301845
"HP 240 G8, HP 240-G8-{ Dos } Intel Core-i5 11th G/8GB RAM/512GB SSD, TAX PAID...47000/-",Rs. 47000,""""
"ASUS  ROG Strix G15, Advantage Edition, 15.6-inch (39.62 cm) WQHD 165Hz/3ms, AMD Ryzen 9 5980HX, 12GB RX 6800M Graphics, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/Black/2.5 Kg), G513QY-HQ032W",Rs. 124970,Mashiva Tech.9990666322
"HP 240 G8, HP 240-G8-{ Dos } Intel Core-i5 11th G/8GB RAM/512GB SSD,  TAX PAID...........................................(Windows)@49000",Rs. 48900,AVS Infomedia6397301845
"HP 2717 TU, HP 15s, Intel Core i3-1115G4 / 8GB RAM /SSD 512 NVME /  15.6 inch(39.6cm) FHD SCREEN / Intel UHD Graphics / Win 11/ MSO /Dual Speakers/Alexa",Rs. 37000,""""
"LENOVO V-15, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,""""
"Apple  MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 119900,Mashiva Tech.9990666322
"HP Omen, 16,AMD Ryzen 7 6800H,16.1 inch(40.9cm)QHD Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 3070ti Graphics/165Hz/3ms Response Time/Win 11/MSO 2021/4Zone Backlit KB/B",Rs. 119990,""""
"Lenovo  IdeaPad Gaming 3, Intel Core i5 12th Gen  Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021",Rs. 72989,""""
"LENOVO  V14, LENOVO V-14 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 32500,AVS Infomedia6397301845
"HP  FR-4000TU, HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 49900,""""
"HP 15s-fq2717TU, HP 15s, Intel Core i3-1115G4, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512GB SSD/Intel UHD Graphics/Win 11/MSO/Dual Speakers/Alexa) 15s-fq2717TU",Rs. 36600,""""
"HP Envy x360	bf0059TU, HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B",Rs. 99990,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 106990,Mashiva Tech.9990666322
"ASUS  Vivobook Pro 15 OLED, AMD Ryzen 5 Laptop (16GB/512GB SSD/4GB RTX 3050/Windows 11/Office 2021",Rs. 72990,""""
"HP Victus, Gaming Laptop 12th Gen Intel Core i5-12450H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050 graphics/144Hz/Backlit KB/B",Rs. 71989,Mashiva Tech.9990666322
"Lenovo Legion 5 Pro, AMD Ryzen 7 Laptop(16GB/1TB SSD/RTX 3060 6GB GDDR6 Graphics/165Hz/Windows 11/Office 2021",Rs. 129590,""""
"HP FQ-5111 TU, Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53900,AVS Infomedia6397301845
"LENOVO V14, LENOVO V-14 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 32500,""""
"ASUS TUF Gaming A17-FA706IHRB, ASUS TUF Gaming A17, AMD Ryzen 5 4600H, 17.3 Inch (43.94 cm) FHD 144Hz, 4GB GTX 1650 Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/1-Zone RGB Backlit KB/90WHr Battery/Black/2.6 kg), FA706IHRB-HX041W",Rs. 52900,""""
"ASUS TUF Gaming A15-FA506ICB, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,""""
"HP 15s,, 12th Gen Intel Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/1.41 Kg, 15s- fq5111TU",Rs. 54990,Mashiva Tech.9990666322
"HP Envy x360  bf0059TU, HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B",Rs. 99900,AVS Infomedia6397301845
"HP  15s-fq2717TU, HP 15s, Intel Core i3-1115G4, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512GB SSD/Intel UHD Graphics/Win 11/MSO/Dual Speakers/Alexa) 15s-fq2717TU",Rs. 36600,""""
"HP 14s 14s-dq2649TU, HP 14s Laptop 11th Gen Intel Core i3-1115G4 14 inch(35.6cm) FHD Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Alexa Built-in/Dual Speakers/MSO) 14s-dq2649TU",Rs. 39200,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 11th Gen Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 80290,Mashiva Tech.9990666322
"HP Victus, 12th Gen Intel Core i5 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/Backlit KB/B",Rs. 76700,""""
"LENOVO V-14 CORE I3, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 30900,AVS Infomedia6397301845
"HP FQ-5111 TU, HP 15s, 12th Gen Intel Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/1.41 Kg, 15s- fq5111TU TAX PAID",Rs. 53900,""""
"HP Victus, 12th Gen Intel Core i5 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/Backlit KB/B",Rs. 76700,Mashiva Tech.9990666322
"HP  Victus, Gaming Laptop 12th Gen Intel Core i5-12450H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050 graphics/144Hz/Backlit KB/B",Rs. 71870,Panacea Innovative Technologies9990666334
"ASUS TUF Gaming A17-FA706IHRB, ASUS TUF Gaming A17, AMD Ryzen 5 4600H, 17.3 Inch (43.94 cm) FHD 144Hz, 4GB GTX 1650 Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/1-Zone RGB Backlit KB/90WHr Battery/Black/2.6 kg), FA706IHRB-HX041W",Rs. 52900,AVS Infomedia6397301845
"ASUS TUF Gaming	A15-FA506ICB, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,""""
"HP  17-ck1022TX, Omen 12th Gen Intel Core i7-12800HX 17.3 inch(43.9cm) QHD Gaming Laptop(32GB RAM/1TB SSD/RTX 3070Ti 8GB Graphics/165Hz/3ms Response Time/Win 11/MSO 2021/Backlit KB/B",Rs. 193970,Panacea Innovative Technologies9990666334
"HP	FR-4000 TU, HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 49990,AVS Infomedia6397301845
"HP FQ-5111 TU, HP 15s, 12th Gen Intel Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/1.41 Kg, 15s- fq5111TU TAX PAID",Rs. 53900,""""
"Apple 2022 MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 108990,Mashiva Tech.9990666322
"HP Omen, AMD Ryzen 7 6800H,16.1 inch(40.9cm)QHD Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 3070ti Graphics/165Hz/3ms Response Time/Win 11/MSO 2021/4Zone Backlit KB/B",Rs. 114989,""""
"Dell XPS 13 Plus, Laptop, Intel Core i7-1260P, 16GB, 1TB SSD, Win 11   MSO21,",Rs. 180390,""""
"Lenovo Legion 5, AMD Ryzen 7 Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Windows 11/Office 2021",Rs. 104989,""""
"Lenovo AMD Athlon	E41-55, Lenovo E41-55 Laptop (AMD Athlon Pro 3045B/ 4GB RAM/ 256 ssd HDD/DOS/AMD Radeon Graphics/ 14 Inches/ 1 Year Warranty) Black",Rs. 17900,AVS Infomedia6397301845
"Dell	Inspiron 3511, Dell New Inspiron 3511 Laptop,11th Gen Intel Core I3-1115G4, Windows 11 MSO-21, 8Gb, 512Gb SSD, 15.6 Inch (39.62Cms) FHD WVA Ag, Platinum Silver (D560749Win9S, 1.8Kgs)",Rs. 39000,""""
"LENOVO V-14 CORE I3, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 30900,""""
"HP 240-G8-( Dos) i5, HP 240-G8-{ Dos } Intel Core-i5 11th G/8GB RAM/512GB SSD, @47500/- TAX PAID...........................................(Windows)@49000",Rs. 1,""""
"HP  Envy x360, for Creators 12th Gen Intel Core i7-1255U, 15.6inch(39.6 cm) FHD OLED 500 Nits Micro-Edge Display (16GB RAM/1TB SSD/B",Rs. 97975,Panacea Innovative Technologies9990666334
"LENOVO  T470, Intel Core i5-7th generation processor 8GB DDR4 RAM 256GB Solid State Drive (SSD) 14-inch  Wi-Fi, Bluetooth, Ethernet 3 USB 3.0 ports,",Rs. 15000,Aakash Systems Pvt Ltd8383931110
"HP  840G3, Intel Core i5-6th generation processor 8GB RAM 256GB SSSD Intel HD Graphics 520 Wi-Fi, Bluetooth, Ethernet 2 USB 3.0 ports, 1 USB-C port,",Rs. 15000,""""
"DELL  5430, Intel Core i5-3rd generation processor  4GB DDR3 RAM 500GB Hard Disk Drive (HDD) 14-inch Wi-Fi, Bluetooth, Ethernet 4 USB 3.0 ports, HDMI",Rs. 8000,""""
"DELL  6430, Intel Core i5-3rd generation processor 4GB RAM 500GB HDD 14-inch Display Wi-Fi, Bluetooth, Ethernet 4 USB 3.0 ports",Rs. 8000,""""
